condition,feature_name,feature_family,corr_holistic_score,p_holistic_score,corr_word_count,p_word_count,corr_char_count,p_char_count,corr_sentence_count,p_sentence_count,corr_paragraph_count,p_paragraph_count,corr_component_count,p_component_count,corr_coverage,p_coverage
POS,pos_start_rank_8,position,0.4312542979240355,0.0,0.3563288210049209,0.0,0.34334243892201466,0.0,0.3528666350789086,0.0,0.16366041500740222,1.3224408779404026e-75,0.5155396510154449,0.0,0.09542446334615506,1.2609033950176355e-26
POS,pos_start_rank_9,position,0.4216601285127538,0.0,0.3970722733822626,0.0,0.38900455668315737,0.0,0.36663168447048333,0.0,0.16855062520256833,3.843525072562186e-80,0.6591264402385257,0.0,0.07513665444012506,4.38352223626598e-17
TRANS,order_trans_Claim__Claim,transition,0.28366929489591286,1.7349649327635626e-229,0.22281257487274525,4.1926874463687847e-140,0.22808633667500697,6.7371486443735e-147,0.18220682820356943,1.473221244657587e-93,0.05831049162088664,7.177627960147129e-11,0.3658288360486828,0.0,0.0359011504614549,6.065104239847224e-05
TRANS,order_trans_Claim__Concluding_Statement,transition,-0.0691529411300046,1.0641059042168342e-14,-0.07180228145641646,9.88304876674711e-16,-0.07339569694660845,2.2689475050701043e-16,-0.07096193886434385,2.1202064799032695e-15,-0.032038505029375414,0.00034549304537900025,-0.07486115259501715,5.700448269704944e-17,0.00310504945211866,0.7287925693430088
TRANS,order_trans_Claim__Counterclaim,transition,0.025938675847194864,0.003767746090904214,0.01651760019590989,0.06509643246823169,0.01800511708241271,0.04435304644968851,0.0033861232084788657,0.7053421810188261,0.01643304066128712,0.066483338898437,0.11478155723872809,7.574985540965426e-38,-0.009053747561640894,0.3120045684502508
TRANS,order_trans_Claim__Evidence,transition,0.006062796474260156,0.49839326310117843,-0.06822771736990806,2.3903888365108933e-14,-0.07634897893827104,1.3642460955455695e-17,-0.056774254443671394,2.2253579065763576e-10,0.03037039791620905,0.0006934619449081984,0.050121703907291974,2.1378864087875333e-08,-0.0019669539210309325,0.826148506959989
TRANS,order_trans_Claim__Position,transition,-0.012980414322223632,0.14718575233002396,-0.006080263123675218,0.49715655148385207,-0.006984278647181567,0.4354365734869816,0.004837815315899979,0.5890404430064065,-0.02194372816272065,0.014258526545422107,-0.0120562196829998,0.17819618271857973,0.013542009628999974,0.1304667711829625
TRANS,order_trans_Claim__Rebuttal,transition,-0.001275095076262109,0.8867751264407856,-0.0016771676754036013,0.8514377533540858,-0.0013205179079136993,0.8827703501434501,-0.0006846559662451162,0.9390583638600226,-0.00484800076589673,0.5882563898123345,0.0015715323361975017,0.8606959815308004,0.0038394034370042357,0.6681154177546527
TRANS,order_trans_Concluding_Statement__Claim,transition,-0.03248680687320279,0.00028489700432284774,-0.022989594072093666,0.01024299560571507,-0.024529717670656648,0.006151959611310927,-0.012160579104459623,0.17446858159117865,-0.01718695587269184,0.05493928245416786,-0.014927166057918929,0.09552167177307296,-0.037849753760013774,2.3569379678659736e-05
TRANS,order_trans_Concluding_Statement__Concluding_Statement,transition,-0.015228910985975388,0.0890060748701591,-0.012207523923929051,0.1728108755467022,-0.011904463239344425,0.18372204211697202,-0.006137029107107254,0.49314859830260827,0.016161443791575344,0.07110341116301619,0.005318221473028045,0.5525966663546724,-0.02368584338120595,0.008161944878454456
TRANS,order_trans_Concluding_Statement__Counterclaim,transition,0.06517493879737976,3.201682734342559e-13,0.05892934447550651,4.512809771394296e-11,0.061524969180684216,6.120399852171226e-12,0.036930517122523134,3.702130468118818e-05,-0.007991747595042573,0.37216354035700616,0.061960843217441275,4.3403686306866365e-12,-0.03885218105400849,1.4239079995070825e-05
TRANS,order_trans_Concluding_Statement__Evidence,transition,-0.01964457195561495,0.02824544422091162,-0.003387313697180684,0.7052434312082477,-0.003908765770465587,0.6624874303860362,-0.005535696993183301,0.5364705705207342,-0.0002517316445855228,0.9775743412372211,0.003086215507733112,0.7303733109912476,-0.032299049651524164,0.0003089514258647043
TRANS,order_trans_Concluding_Statement__Position,transition,-0.011455546831669614,0.20080989604023528,0.01531279527692965,0.08725979566929905,0.016195965298668114,0.07050195902934857,0.025633032374663776,0.004198731101701165,-0.006371155601211746,0.4768026281117214,-0.025818889678550255,0.003931622527376957,-0.011330337808468711,0.20577653366599252
TRANS,order_trans_Counterclaim__Claim,transition,-0.02493288385578589,0.005359196154076543,-0.015709521751044408,0.07937190876493302,-0.017295506640835557,0.053423678941324666,-0.026116766660414136,0.0035355599673501867,-0.011762282667208874,0.189013423917379,0.031974506641978075,0.000355067770825613,-0.004386707338192624,0.624238323873197
TRANS,order_trans_Counterclaim__Concluding_Statement,transition,-0.032751233254462594,0.0002539824149833222,-0.020926235188613126,0.019437935144608908,-0.019109785103193295,0.03283249945349055,-0.028203456750038436,0.00163259520973192,-0.0010160840620083629,0.9096634934707163,-0.011863441844168664,0.18523730462455876,-0.005088202299365609,0.5699076354412895
TRANS,order_trans_Counterclaim__Counterclaim,transition,-0.019629494028448196,0.02836678294548935,-0.0016402263243453232,0.8546731554862604,-0.002183174205628736,0.8073945344199266,-0.01589033245339968,0.07597446032689542,-0.004285642478614991,0.6322469315130096,0.0168979944765663,0.059149345308507836,0.0019758998474873426,0.825370528586911
TRANS,order_trans_Counterclaim__Evidence,transition,0.005863226969548845,0.512638967841418,0.037606414549820985,2.6588160822606355e-05,0.035981700290114944,5.837950697128457e-05,0.028135077184327117,0.0016758079224445522,0.013809509663253974,0.12303984983096682,0.08260978812960025,2.4517124270303522e-20,-0.0009324932971380884,0.9170672369163225
TRANS,order_trans_Counterclaim__Position,transition,0.03139913421334454,0.0004530033096302392,0.024818271170418342,0.005574613104666351,0.029666006572121137,0.0009215566098735553,0.007361739396694186,0.41103485641502713,0.003037945713141277,0.7344298347989939,0.010811043907214178,0.22732771675820093,0.007618024582330728,0.39493955167324135
TRANS,order_trans_Counterclaim__Rebuttal,transition,0.17041580856047964,6.56694592020908e-82,0.10551622556893614,3.239673380321015e-32,0.11000744916770272,6.93027593175621e-35,0.06925183892795436,9.753052254608793e-15,0.02104123576554739,0.018779967673300164,0.2621606666795894,4.232485656765552e-195,0.00012026186869578629,0.9892853132872702
TRANS,order_trans_Evidence__Claim,transition,0.0691736617204367,1.044865235989699e-14,0.04337165373232514,1.263194521958671e-06,0.03456407503479655,0.0001130084468331915,0.058302768670737054,7.219099212241663e-11,0.07420570608345783,1.0608945577819084e-16,0.21441754218795098,1.1951630511792927e-129,-0.014787746452625046,0.09865849201430746
TRANS,order_trans_Evidence__Concluding_Statement,transition,-0.11913729994591869,1.1644856242394467e-40,-0.12867922775695195,3.388184222814428e-47,-0.12271758564422294,4.719272833920129e-43,-0.09916663361502405,1.2404414744528616e-28,-0.028928637766917384,0.0012333726605320398,-0.28067102532716687,1.667361084410239e-224,0.03245482829432045,0.00028886591457637245
